#graphs genaration dsdv tcp vs dsdv udp
# throughput    pdr     resedual_energy  AVG_ RES   avge2edel
020 0061.645911 0847.58 0.0000 1.52 15582.967745 19642.159800 779.1483872 982.10799 29.0676 35.693
040 1841.627907 1524.45 0.0000 1.27 31949.972888 39256.791701 798.7493222 981.41979 43.4476 13.298
050 2121.480199 2160.12 0.9692 0.86 38510.945193 49061.900478 770.2189038 981.23800 31.4175 19.447
060 2869.617210 1926.71 0.9794 0.90 46764.708569 49040.874644 779.4118094 817.34791 40.0452 10.771
080 4544.627671 2439.47 0.9670 0.81 59945.639060 49503.692500 749.3204882 618.79615 46.1251 21.536 
100 6071.145702 3165.63 0.9762 0.86 89576.691634 48974.089974 895.7669163 489.74089 47.7568 31.053
